true,N,fr,pred,correct,d_cvll
step,40,40.0,step,1,0.6032893089384288
step,40,40.0,ramp,0,-1.6718254951280187
step,40,40.0,step,1,4.518473689482903
step,40,40.0,step,1,5.755656065319158
step,40,40.0,step,1,0.24284896608992312
step,40,40.0,step,1,4.911235359603893
step,40,40.0,step,1,4.315117916515646
step,40,40.0,step,1,1.775845976786627
step,40,40.0,step,1,0.07741425719905237
step,40,40.0,step,1,0.09017775919051019
step,40,40.0,step,1,3.7937004493276163
step,40,40.0,ramp,0,-0.7511053959945002
step,40,40.0,step,1,0.24761620779543136
step,40,40.0,step,1,0.33751854488957633
step,40,40.0,step,1,0.7536081131427181
step,40,40.0,ramp,0,-1.7045941696278533
step,40,40.0,step,1,0.5775942776558622
step,40,40.0,step,1,1.9175718467346314
step,40,40.0,step,1,6.634842673360367
step,40,40.0,step,1,1.6230100432504742
step,40,40.0,step,1,1.3265524315526136
step,40,40.0,step,1,2.3172710442611333
step,40,40.0,ramp,0,-0.3792067424958532
step,40,40.0,step,1,5.1130115386523585
step,40,40.0,step,1,1.6749403538414072
step,40,40.0,step,1,5.789857694550619
step,40,40.0,step,1,3.1042534180404573
step,40,40.0,ramp,0,-1.0446356075871108
step,40,40.0,ramp,0,-2.1486309845682854
step,40,40.0,step,1,2.06866365673136
step,40,40.0,step,1,0.29800299491159876
step,40,40.0,step,1,5.195011488198929
step,40,40.0,step,1,2.5747773491922317
step,40,40.0,ramp,0,-1.216514217275403
step,40,40.0,step,1,1.2755275924886291
step,40,40.0,step,1,3.3082326543531053
step,40,40.0,step,1,5.347927011184311
step,40,40.0,ramp,0,-0.9672141247293666
step,40,40.0,step,1,3.3000223174768735
step,40,40.0,step,1,1.7604366584312174
step,40,40.0,step,1,4.1174584469689535
step,40,40.0,step,1,5.508309944882853
step,40,40.0,step,1,5.025296375026869
step,40,40.0,step,1,3.5159656205233887
step,40,40.0,ramp,0,-1.265726429794654
step,80,2.0,step,1,0.12970806419423297
step,80,2.0,ramp,0,-0.887194547096982
step,80,2.0,step,1,0.19109534866095146
step,80,2.0,step,1,0.17913240351680315
step,80,2.0,step,1,0.015195593606762259
step,80,2.0,ramp,0,-0.5528396147507237
step,80,2.0,step,1,1.0400140084255725
step,80,2.0,ramp,0,-0.20184164856627262
step,80,2.0,step,1,1.5363492872392612
step,80,2.0,step,1,0.8412920043691372
step,80,2.0,ramp,0,-0.604433640649745
step,80,2.0,step,1,0.014285195090025127
step,80,2.0,ramp,0,-0.5715478096624054
step,80,2.0,ramp,0,-2.2657601988738634
step,80,2.0,step,1,0.49484625531874826
step,80,2.0,step,1,0.8213850759085517
step,80,2.0,ramp,0,-0.33759478643011676
step,80,2.0,step,1,0.7663250446028655
step,80,2.0,step,1,0.2714193847389197
step,80,2.0,ramp,0,-0.016027646538418594
step,80,2.0,step,1,0.3982395307320985
step,80,2.0,ramp,0,-0.04501535808833523
step,80,2.0,step,1,0.2686505614083785
step,80,2.0,ramp,0,-0.08155471660370495
step,80,2.0,step,1,0.36682241970052587
step,80,2.0,step,1,0.06093176937557132
step,80,2.0,step,1,0.40660714164567935
step,80,2.0,ramp,0,-0.40597383818266053
step,80,2.0,step,1,0.36909273563085776
