cell,auc_before,auc_after,n
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:473,0.4549689440993789,0.5097049689440993,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:531,0.4309006211180124,0.421972049689441,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:550,0.4817546583850931,0.5244565217391304,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:581,0.5384316770186336,0.515527950310559,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:590,0.4937888198757764,0.45263975155279507,102
46448da7-ad7b-4ca8-b3ab-2d1d47439cbf:617,0.5974378881987578,0.5093167701863354,102
46cd9c0a-39de-4aeb-90a6-86a2fda0b1a4:1203,0.5041666666666667,0.44999999999999996,32
478de1ce-d7e7-4221-9365-2abdc6e88fb6:362,0.5592359767891684,0.5478723404255319,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:369,0.39023210831721467,0.38636363636363635,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:380,0.5904255319148936,0.5875241779497099,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:403,0.5817214700193423,0.5493230174081238,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:405,0.49395551257253384,0.5589941972920696,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:410,0.7867504835589941,0.7572533849129593,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:423,0.5275628626692457,0.5120889748549322,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:429,0.49468085106382975,0.4850096711798839,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:443,0.47437137330754353,0.4661508704061895,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:455,0.5797872340425532,0.6039651837524178,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:493,0.5855899419729207,0.5623791102514506,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:533,0.5623791102514507,0.52321083172147,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:586,0.3017408123791102,0.2799806576402321,91
478de1ce-d7e7-4221-9365-2abdc6e88fb6:595,0.46421663442940037,0.4497098646034816,91
530f1670-9412-44ac-afdb-935d46bcaad3:332,0.42777777777777776,0.5166666666666667,28
530f1670-9412-44ac-afdb-935d46bcaad3:338,0.37777777777777777,0.5166666666666666,28
530f1670-9412-44ac-afdb-935d46bcaad3:354,0.3277777777777778,0.4611111111111111,28
530f1670-9412-44ac-afdb-935d46bcaad3:363,0.23888888888888887,0.4055555555555555,28
